player_id,name,round,score,date,handicap,avg_temp,precipitation,wind_speed,day_of_week,day_of_week_int
377,Loren Roberts,12,72,2019-07-06,3.9,46.4,1.0,11.18,Saturday,5
239,Darren Clarke,31,65,2020-11-07,3.9,84.02,0.0,9.2,Saturday,5
404,Kazuhiko Hosokawa,1,70,2018-07-07,5.6,73.04,0.3,8.51,Saturday,5
367,Dudley Hart,11,72,2020-07-10,6.8,63.14,0.0,7.58,Friday,4
405,Greg Norman,21,69,2021-10-03,2.7,69.98,0.3,6.28,Sunday,6
191,Padraig Harrington,10,72,2018-03-04,4.1,61.52,0.0,4.91,Sunday,6
406,Jarmo Sandelin,2,77,2019-09-04,8.6,71.42,0.0,8.95,Wednesday,2
360,Lee Janzen,23,75,2022-06-21,6.2,66.92,0.0,12.3,Tuesday,1
45,Sergio Garcia,67,83,2021-10-30,4.0,43.52,0.0,9.2,Saturday,5
407,Eduardo Herrera,1,85,2018-07-01,14.8,56.48,0.0,9.38,Sunday,6
397,Ted Tryba,1,83,2017-07-02,9.1,56.12,0.0,10.5,Sunday,6
17,Stewart Cink,34,78,2021-01-02,4.0,85.1,0.0,10.94,Saturday,5
249,Vijay Singh,11,81,2017-12-23,3.9,69.08,0.0,8.95,Saturday,5
374,Billy Mayfair,5,83,2019-11-20,5.1,71.78,3.8,11.18,Wednesday,2
408,Per-Ulrik Johansson,6,80,2021-04-25,7.2,81.14,0.0,10.31,Sunday,6
289,Stuart Appleby,2,79,2017-04-30,4.4,50.54,0.0,6.28,Sunday,6
301,Mark Calcavecchia,16,80,2019-12-29,4.7,77.18,0.0,12.99,Sunday,6
366,Billy Andrade,14,86,2022-10-12,5.9,71.78,3.8,11.18,Wednesday,2
335,Shigeki Maruyama,17,79,2019-12-28,4.6,66.74,0.0,12.3,Saturday,5
251,Robert Karlsson,18,79,2021-08-05,6.3,84.2,0.0,5.84,Thursday,3
409,Glen Day,4,79,2020-05-24,8.4,55.58,0.0,10.94,Sunday,6
164,Steve Stricker,33,78,2020-06-21,5.0,67.64,11.2,4.91,Sunday,6
317,Steve Elkington,13,77,2021-06-05,5.4,61.34,0.5,4.91,Saturday,5
355,Mark O'Meara,12,73,2020-03-28,3.7,55.22,5.8,5.59,Saturday,5
307,Tom Lehman,35,84,2021-08-08,3.0,43.16,1.5,11.62,Sunday,6
350,Stephen Leaney,9,78,2020-11-01,7.2,55.76,0.0,18.77,Sunday,6
386,Hidemichi Tanaka,6,76,2022-03-01,6.2,68.36,0.0,12.3,Tuesday,1
410,Greg Turner,6,76,2022-09-04,6.3,79.34,0.0,7.15,Sunday,6
394,Carlos Franco,11,78,2021-12-29,6.3,78.26,3.3,11.62,Wednesday,2
327,Brandt Jobe,1,79,2017-04-29,6.0,81.14,0.0,10.31,Saturday,5
342,Bob Tway,17,81,2021-04-27,6.3,80.06,9.7,8.51,Tuesday,1
411,Andrew Magee,10,77,2020-10-10,5.5,53.24,0.0,8.51,Saturday,5
412,Tom Watson,1,79,2017-09-03,4.3,44.6,1.8,12.55,Sunday,6
380,Rocco Mediate,1,84,2017-10-27,4.2,43.16,8.4,16.53,Friday,4
5,Phil Mickelson,48,77,2020-09-01,3.8,55.94,0.0,12.05,Tuesday,1
398,Scott Dunlap,2,85,2019-03-16,5.7,39.56,39.9,19.7,Saturday,5
247,Retief Goosen,60,74,2022-03-26,4.1,67.46,0.0,10.5,Saturday,5
124,Jim Furyk,20,69,2018-11-14,4.2,76.82,0.0,8.08,Wednesday,2
378,Jesper Parnevik,7,72,2019-03-26,3.5,80.42,0.8,8.51,Tuesday,1
370,Hal Sutton,5,80,2021-06-13,5.8,74.3,8.4,11.18,Sunday,6
271,Scott Verplank,34,71,2021-12-25,5.2,78.62,0.0,7.39,Saturday,5
300,Colin Montgomerie,22,79,2021-07-20,5.1,64.76,0.3,10.31,Tuesday,1
74,Lee Westwood,71,78,2022-06-01,3.9,46.94,0.0,12.99,Wednesday,2
314,Bernhard Langer,34,77,2021-12-10,3.0,66.74,7.6,8.26,Friday,4
393,Andrew Coltart,13,71,2022-03-27,5.3,69.08,0.0,8.95,Sunday,6
259,Justin Leonard,17,72,2019-04-13,3.8,80.06,9.7,8.51,Saturday,5
385,Peter O'Malley,1,76,2018-02-04,4.7,53.06,0.0,10.75,Sunday,6
379,Ian Woosnam,18,73,2020-07-19,4.8,74.12,0.0,10.31,Sunday,6
201,Ernie Els,71,75,2022-07-23,2.7,51.44,0.0,12.05,Saturday,5
413,Brian Watts,3,73,2018-02-26,5.2,57.02,0.0,8.51,Monday,0
312,Tim Herron,14,67,2022-02-12,6.0,59.54,0.0,9.63,Saturday,5
414,Payne Stewart,12,70,2021-07-04,4.7,73.76,0.0,9.63,Sunday,6
320,Jeff Maggert,6,79,2018-07-01,4.3,71.24,2.8,13.86,Sunday,6
239,Darren Clarke,19,75,2019-03-03,3.9,65.12,0.0,15.41,Sunday,6
415,Peter Baker,6,74,2020-11-23,6.6,72.32,0.0,9.82,Monday,0
337,Nick Price,1,73,2017-06-25,4.6,67.28,0.0,9.63,Sunday,6
367,Dudley Hart,16,81,2022-06-29,6.8,69.08,1.8,10.31,Wednesday,2
334,Craig Parry,14,73,2019-11-23,4.9,81.32,2.0,6.46,Saturday,5
416,Mark James,12,76,2021-05-22,4.0,48.74,0.0,10.5,Saturday,5
343,Duffy Waldorf,17,74,2020-12-30,4.6,57.02,0.3,12.99,Wednesday,2
400,Steve Pate,1,82,2018-07-28,5.5,49.28,13.5,7.83,Saturday,5
326,Jeff Sluman,6,74,2019-08-17,5.5,60.62,7.9,7.39,Saturday,5
308,David Howell,1,79,2018-03-04,7.1,69.62,0.3,8.51,Sunday,6
354,Bob Estes,24,73,2021-09-26,4.1,75.02,0.0,8.95,Sunday,6
348,Phillip Price,12,76,2021-01-01,5.6,50.36,0.0,10.5,Friday,4
391,Dennis Paulson,4,80,2020-01-06,5.6,56.48,0.0,10.75,Monday,0
358,David Duval,28,80,2021-06-13,3.7,36.14,1.0,22.37,Sunday,6
349,John Huston,15,70,2021-01-09,5.7,50.54,0.0,12.3,Saturday,5
96,Tiger Woods,18,69,2019-02-16,3.7,79.34,0.0,7.15,Saturday,5
355,Mark O'Meara,1,73,2017-04-27,3.7,48.02,1.5,9.63,Thursday,3
413,Brian Watts,13,68,2021-10-16,5.2,73.04,0.8,8.08,Saturday,5
96,Tiger Woods,10,74,2018-06-20,3.7,68.18,8.4,9.2,Wednesday,2
5,Phil Mickelson,19,74,2018-09-23,3.8,40.46,0.0,8.26,Sunday,6
367,Dudley Hart,7,72,2018-07-22,6.8,70.34,0.0,10.75,Sunday,6
289,Stuart Appleby,34,79,2021-12-19,4.4,52.7,0.0,13.17,Sunday,6
251,Robert Karlsson,17,83,2021-01-09,6.3,78.26,3.3,11.62,Saturday,5
417,Frank Nobilo,9,77,2019-11-30,3.8,73.22,0.0,10.31,Saturday,5
411,Andrew Magee,2,83,2017-11-18,5.5,40.82,0.3,14.29,Saturday,5
350,Stephen Leaney,8,75,2020-02-20,7.2,50.18,0.0,8.7,Thursday,3
352,Skip Kendall,1,78,2018-03-24,4.4,62.42,0.0,11.87,Saturday,5
388,Mark McNulty,7,78,2019-04-13,3.5,53.24,1.5,8.51,Saturday,5
307,Tom Lehman,10,80,2018-03-31,3.0,80.96,0.5,14.54,Saturday,5
384,Scott Hoch,7,78,2021-06-16,4.4,54.14,0.0,13.67,Wednesday,2
247,Retief Goosen,43,77,2020-12-13,4.1,75.56,3.8,10.94,Sunday,6
408,Per-Ulrik Johansson,10,76,2022-07-09,7.2,69.98,0.8,6.28,Saturday,5
412,Tom Watson,17,73,2022-06-26,4.3,50.18,0.0,9.38,Sunday,6
403,Paul Azinger,5,72,2021-02-27,3.8,85.64,0.0,11.43,Saturday,5
191,Padraig Harrington,48,78,2021-10-03,4.1,47.48,0.0,14.29,Sunday,6
314,Bernhard Langer,6,77,2018-11-21,3.0,55.76,0.0,18.77,Wednesday,2
299,Joe Durant,9,72,2020-11-21,5.1,66.92,0.0,5.16,Saturday,5
409,Glen Day,1,75,2019-10-28,8.4,84.02,0.0,10.94,Monday,0
239,Darren Clarke,34,81,2021-01-05,3.9,44.42,5.1,12.99,Tuesday,1
320,Jeff Maggert,32,78,2022-08-01,4.3,49.64,0.0,11.87,Monday,0
334,Craig Parry,20,71,2021-09-11,4.9,66.56,0.0,7.15,Saturday,5
300,Colin Montgomerie,26,73,2022-01-29,5.1,71.6,0.0,12.55,Saturday,5
342,Bob Tway,13,80,2020-01-12,6.3,59.72,7.1,12.99,Sunday,6
349,John Huston,10,77,2019-11-24,5.7,59.0,0.0,12.3,Sunday,6
358,David Duval,16,69,2020-06-03,3.7,52.16,0.0,7.58,Wednesday,2
340,Brad Faxon,34,71,2022-07-17,4.7,69.08,0.0,9.63,Sunday,6
410,Greg Turner,2,73,2019-08-10,6.3,59.36,0.0,5.84,Saturday,5
249,Vijay Singh,46,76,2021-03-06,3.9,84.74,13.5,10.5,Saturday,5
238,Robert Allenby,18,75,2019-03-03,4.5,70.7,0.0,14.11,Sunday,6
275,Stephen Ames,12,73,2020-01-26,5.2,70.88,2.3,12.74,Sunday,6
385,Peter O'Malley,15,70,2022-06-18,4.7,71.42,1.3,6.71,Saturday,5
360,Lee Janzen,3,70,2017-09-23,6.2,62.24,0.0,15.91,Saturday,5
354,Bob Estes,25,74,2021-11-06,4.1,44.42,0.3,13.67,Saturday,5
335,Shigeki Maruyama,2,75,2017-05-29,4.6,54.68,0.0,10.5,Monday,0
337,Nick Price,28,75,2020-03-19,4.6,36.68,0.0,11.62,Thursday,3
377,Loren Roberts,22,77,2022-01-21,3.9,71.6,0.0,15.22,Friday,4
201,Ernie Els,19,71,2018-11-17,2.7,58.64,0.0,9.82,Saturday,5
301,Mark Calcavecchia,13,78,2019-08-24,4.7,78.44,0.8,12.55,Saturday,5
418,Tom Kite,1,68,2018-01-20,3.1,78.8,0.0,8.51,Saturday,5
124,Jim Furyk,23,69,2019-02-02,4.2,77.9,0.0,12.74,Saturday,5
378,Jesper Parnevik,18,69,2021-04-17,3.5,63.14,0.0,9.63,Saturday,5
414,Payne Stewart,7,70,2019-07-26,4.7,58.28,0.0,9.38,Friday,4
365,Nick Faldo,4,80,2017-11-12,3.3,38.3,17.0,10.31,Sunday,6
419,David Frost,6,71,2018-10-20,4.4,67.64,0.0,5.84,Saturday,5
393,Andrew Coltart,12,76,2021-08-23,5.3,72.68,0.0,8.7,Monday,0
164,Steve Stricker,37,74,2020-11-20,5.0,66.56,2.5,10.5,Friday,4
420,Larry Mize,5,77,2019-12-28,5.0,77.54,9.7,11.43,Saturday,5
421,Frankie Minoza,4,76,2022-07-07,6.1,73.76,0.0,11.62,Thursday,3
327,Brandt Jobe,2,73,2018-09-15,6.0,52.16,0.0,14.11,Saturday,5
374,Billy Mayfair,9,73,2020-09-19,5.1,57.92,0.3,6.46,Saturday,5
422,Trevor Dodds,2,73,2019-08-04,6.3,52.52,2.3,14.98,Sunday,6
401,Steve Jones,6,76,2018-07-23,4.9,66.02,7.4,12.3,Monday,0
259,Justin Leonard,14,74,2018-09-30,3.8,54.5,1.8,12.3,Sunday,6
379,Ian Woosnam,15,73,2020-02-29,4.8,55.94,0.8,5.59,Saturday,5
246,Greg Chalmers,1,74,2017-08-27,5.1,68.9,0.0,4.72,Sunday,6
346,Eduardo Romero,3,70,2017-08-19,4.6,65.66,0.0,11.18,Saturday,5
74,Lee Westwood,62,72,2021-10-02,3.9,67.64,11.2,4.91,Saturday,5
394,Carlos Franco,12,70,2022-05-14,6.3,70.34,0.0,6.71,Saturday,5
17,Stewart Cink,20,70,2019-04-26,4.0,80.96,0.0,7.39,Friday,4
315,Fred Couples,8,76,2018-10-27,3.9,75.74,3.3,13.86,Saturday,5
423,Costantino Rocca,15,73,2022-06-12,4.2,56.3,0.3,7.58,Sunday,6
259,Justin Leonard,35,72,2022-01-25,3.8,52.52,36.3,15.66,Tuesday,1
124,Jim Furyk,14,69,2018-04-08,4.2,56.84,0.0,7.39,Sunday,6
388,Mark McNulty,21,66,2022-01-23,3.5,60.62,0.0,12.3,Sunday,6
414,Payne Stewart,3,73,2017-10-12,4.7,68.18,0.0,9.63,Thursday,3
424,Tommy Tolles,7,68,2022-08-20,4.6,54.14,0.0,13.67,Saturday,5
366,Billy Andrade,6,70,2019-10-13,5.9,71.96,0.0,9.82,Sunday,6
419,David Frost,9,77,2019-03-16,4.4,61.34,0.0,13.67,Saturday,5
425,Paul Stankowski,1,79,2020-09-13,9.8,68.72,30.7,8.08,Sunday,6
367,Dudley Hart,9,84,2019-02-03,6.8,37.94,11.9,10.07,Sunday,6
426,Sam Torrance,2,77,2017-10-05,4.7,73.76,0.3,11.87,Thursday,3
427,Phil Blackmar,1,78,2018-07-07,7.5,73.76,0.3,11.87,Saturday,5
368,John Cook,5,73,2022-07-10,6.4,54.5,0.0,8.26,Sunday,6
342,Bob Tway,12,72,2019-07-13,6.3,54.68,0.5,8.08,Saturday,5
361,Scott McCarron,3,76,2018-09-07,4.7,69.98,0.0,7.58,Friday,4
337,Nick Price,44,69,2022-09-25,4.6,64.58,0.0,7.58,Sunday,6
392,Mark Brooks,9,74,2021-03-06,3.2,67.46,26.2,11.18,Saturday,5
423,Costantino Rocca,7,76,2019-03-29,4.2,64.04,2.3,7.83,Friday,4
428,Robert Damron,2,73,2020-02-22,6.6,71.96,0.0,12.3,Saturday,5
324,Paul Broadhurst,5,77,2021-01-31,3.8,55.76,8.4,23.74,Sunday,6
377,Loren Roberts,26,74,2022-07-03,3.9,58.82,2.3,11.18,Sunday,6
360,Lee Janzen,12,68,2019-02-16,6.2,51.26,0.0,9.38,Saturday,5
429,Craig Stadler,5,78,2021-09-27,4.6,41.0,0.3,12.05,Monday,0
334,Craig Parry,26,69,2022-10-15,4.9,79.88,1.5,9.2,Saturday,5
413,Brian Watts,8,77,2019-11-03,5.2,77.36,0.3,15.66,Sunday,6
430,Wayne Westner,2,76,2017-06-30,4.5,66.38,3.6,10.31,Friday,4
317,Steve Elkington,14,69,2021-07-31,5.4,64.58,0.0,8.08,Saturday,5
431,Michael Long,2,70,2022-06-25,6.1,59.9,2.5,3.11,Saturday,5
432,Mark Wiebe,2,73,2021-01-23,6.1,52.16,0.0,7.58,Saturday,5
393,Andrew Coltart,5,70,2018-03-25,5.3,55.94,0.0,8.7,Sunday,6
412,Tom Watson,15,69,2022-02-11,4.3,84.74,0.0,10.07,Friday,4
418,Tom Kite,9,68,2018-12-14,3.1,76.82,0.0,12.55,Friday,4
335,Shigeki Maruyama,32,69,2022-10-27,4.6,66.92,0.3,7.83,Thursday,3
238,Robert Allenby,10,71,2018-05-10,4.5,54.5,1.8,12.3,Thursday,3
247,Retief Goosen,56,66,2022-01-08,4.1,69.44,0.0,5.84,Saturday,5
301,Mark Calcavecchia,17,68,2019-12-31,4.7,71.24,9.9,7.15,Tuesday,1
74,Lee Westwood,47,70,2020-06-02,3.9,84.02,0.0,10.94,Tuesday,1
417,Frank Nobilo,14,73,2021-02-23,3.8,78.62,0.0,12.55,Tuesday,1
201,Ernie Els,38,68,2020-02-15,2.7,51.26,0.0,10.75,Saturday,5
378,Jesper Parnevik,15,65,2021-02-01,3.5,68.54,0.0,6.46,Monday,0
239,Darren Clarke,16,65,2018-09-16,3.9,66.74,0.0,10.94,Sunday,6
289,Stuart Appleby,8,76,2018-02-17,4.4,46.94,0.0,15.41,Saturday,5
416,Mark James,14,66,2022-01-01,4.0,69.8,0.0,11.18,Saturday,5
340,Brad Faxon,30,66,2021-12-19,4.7,60.8,0.5,7.39,Sunday,6
307,Tom Lehman,31,69,2021-04-25,3.0,69.44,0.0,4.91,Sunday,6
96,Tiger Woods,21,77,2019-05-04,3.7,64.94,42.4,14.11,Saturday,5
5,Phil Mickelson,68,65,2021-06-12,3.8,72.14,0.0,9.63,Saturday,5
321,Peter Lonard,9,70,2020-08-02,4.2,60.8,0.5,7.39,Sunday,6
351,Jay Haas,14,71,2022-05-15,4.7,65.12,0.3,13.67,Sunday,6
379,Ian Woosnam,2,74,2017-05-06,4.8,38.3,0.0,3.6,Saturday,5
300,Colin Montgomerie,25,68,2021-10-03,5.1,61.88,4.6,9.82,Sunday,6
358,David Duval,29,66,2021-10-02,3.7,75.74,0.0,9.63,Saturday,5
405,Greg Norman,24,70,2022-09-18,2.7,54.5,0.0,8.51,Sunday,6
411,Andrew Magee,4,73,2018-04-28,5.5,58.28,0.0,9.63,Saturday,5
249,Vijay Singh,30,68,2019-09-01,3.9,50.18,5.8,9.38,Sunday,6
433,Michael Bradley,1,74,2018-09-22,4.3,74.66,0.0,10.5,Saturday,5
355,Mark O'Meara,2,71,2017-08-26,3.7,55.58,0.0,6.71,Saturday,5
314,Bernhard Langer,41,71,2022-06-04,3.0,76.82,0.0,6.71,Saturday,5
401,Steve Jones,4,71,2018-02-04,4.9,71.42,2.3,8.51,Sunday,6
434,Peter Senior,4,70,2019-08-06,3.3,73.04,0.0,9.63,Tuesday,1
435,Peter Mitchell,1,72,2018-04-28,5.0,71.24,6.9,10.94,Saturday,5
365,Nick Faldo,13,70,2020-09-20,3.3,64.94,0.0,8.95,Sunday,6
320,Jeff Maggert,20,73,2021-05-27,4.3,63.68,54.1,10.31,Thursday,3
436,Corey Pavin,16,67,2022-02-23,3.6,69.98,0.0,8.51,Wednesday,2
164,Steve Stricker,27,71,2019-11-09,5.0,84.38,0.3,9.38,Saturday,5
408,Per-Ulrik Johansson,3,74,2017-11-09,7.2,74.3,0.0,8.51,Thursday,3
319,Paul McGinley,10,71,2019-08-18,4.4,60.8,0.5,7.39,Sunday,6
315,Fred Couples,27,67,2021-08-31,3.9,77.0,0.0,8.08,Tuesday,1
346,Eduardo Romero,11,65,2019-06-09,4.6,64.4,0.0,9.38,Sunday,6
307,Tom Lehman,26,71,2020-12-04,3.0,53.42,16.0,14.98,Friday,4
365,Nick Faldo,16,70,2021-04-15,3.3,57.02,0.3,11.18,Thursday,3
247,Retief Goosen,42,71,2020-12-09,4.1,73.76,0.0,10.75,Wednesday,2
438,Seve Ballesteros,4,80,2021-07-05,4.4,77.18,0.3,9.82,Monday,0
342,Bob Tway,4,74,2017-07-15,6.3,62.42,0.0,15.41,Saturday,5
360,Lee Janzen,11,74,2018-07-22,6.2,76.82,0.0,6.71,Sunday,6
413,Brian Watts,16,69,2022-06-26,5.2,64.76,5.1,7.39,Sunday,6
439,Wayne Riley,1,78,2018-06-13,6.6,71.42,0.0,10.94,Wednesday,2
312,Tim Herron,15,72,2022-09-17,6.0,77.9,0.0,9.63,Saturday,5
430,Wayne Westner,6,70,2020-05-24,4.5,61.34,0.0,13.17,Sunday,6
440,Satoshi Higashi,1,73,2019-02-03,5.7,79.16,0.0,10.07,Sunday,6
408,Per-Ulrik Johansson,8,77,2022-04-16,7.2,75.2,0.0,10.75,Saturday,5
259,Justin Leonard,20,67,2019-07-06,3.8,52.7,0.0,13.17,Saturday,5
379,Ian Woosnam,3,74,2017-11-07,4.8,50.9,0.3,9.2,Tuesday,1
300,Colin Montgomerie,8,77,2018-11-13,5.1,62.24,0.0,15.91,Tuesday,1
441,Anders Forsbrand,1,73,2017-08-08,5.2,54.68,0.0,8.95,Tuesday,1
437,Yoshinori Kaneko,1,78,2018-07-14,8.5,58.82,27.4,11.43,Saturday,5
401,Steve Jones,5,76,2018-03-16,4.9,69.98,11.2,6.46,Friday,4
434,Peter Senior,2,72,2018-02-10,3.3,79.34,0.0,10.5,Saturday,5
393,Andrew Coltart,11,71,2020-11-22,5.3,79.7,0.0,8.08,Sunday,6
291,Woody Austin,4,77,2020-01-26,5.7,48.02,0.0,16.78,Sunday,6
317,Steve Elkington,11,68,2020-12-31,5.4,51.44,0.0,8.26,Thursday,3
385,Peter O'Malley,12,72,2021-09-21,4.7,80.06,0.0,10.31,Tuesday,1
442,Fuzzy Zoeller,3,75,2019-07-13,2.9,68.36,0.0,14.11,Saturday,5
334,Craig Parry,21,68,2021-09-12,4.9,72.5,0.0,8.08,Sunday,6
426,Sam Torrance,12,73,2022-04-23,4.7,74.48,7.1,12.74,Saturday,5
354,Bob Estes,21,70,2021-07-05,4.1,78.44,0.0,8.08,Monday,0
382,Barry Lane,5,78,2019-03-02,3.3,54.68,11.7,17.9,Saturday,5
249,Vijay Singh,6,67,2017-08-13,3.9,69.8,0.0,13.42,Sunday,6
239,Darren Clarke,39,69,2021-09-26,3.9,75.02,0.3,12.05,Sunday,6
339,Alex Cejka,1,67,2017-11-24,3.1,75.74,0.0,9.63,Friday,4
335,Shigeki Maruyama,12,72,2019-04-14,4.6,44.96,0.0,13.86,Sunday,6
388,Mark McNulty,24,73,2022-09-25,3.5,42.08,5.8,8.26,Sunday,6
358,David Duval,24,66,2021-05-15,3.7,71.24,0.3,5.84,Saturday,5
380,Rocco Mediate,7,73,2019-09-06,4.2,77.72,1.0,12.3,Friday,4
377,Loren Roberts,7,69,2018-05-26,3.9,68.36,0.0,12.3,Saturday,5
443,Mark McCumber,2,67,2018-01-21,2.9,68.72,0.0,6.28,Sunday,6
201,Ernie Els,22,67,2019-01-10,2.7,61.52,0.0,13.42,Thursday,3
164,Steve Stricker,26,72,2019-11-02,5.0,43.52,5.3,9.2,Saturday,5
416,Mark James,11,67,2021-05-18,4.0,50.54,0.0,6.28,Tuesday,1
351,Jay Haas,3,72,2018-04-29,4.7,75.74,0.3,9.82,Sunday,6
418,Tom Kite,16,64,2020-05-09,3.1,82.22,0.0,12.99,Saturday,5
417,Frank Nobilo,13,71,2020-10-18,3.8,76.64,0.0,11.18,Sunday,6
436,Corey Pavin,12,70,2021-09-02,3.6,52.52,20.6,12.74,Thursday,3
444,Ben Crenshaw,4,70,2019-11-26,3.5,73.94,2.3,9.63,Tuesday,1
424,Tommy Tolles,8,68,2022-09-25,4.6,63.14,0.0,7.58,Sunday,6
445,Scott Simpson,2,73,2019-06-29,2.2,75.74,48.3,10.75,Saturday,5
355,Mark O'Meara,5,73,2018-01-31,3.7,49.82,5.1,8.08,Wednesday,2
386,Hidemichi Tanaka,1,74,2017-07-12,6.2,53.42,0.0,19.26,Wednesday,2
346,Eduardo Romero,18,77,2020-07-25,4.6,44.24,16.3,14.11,Saturday,5
446,David Gilford,7,67,2020-10-25,4.0,77.18,0.0,10.5,Sunday,6
340,Brad Faxon,32,74,2022-03-15,4.7,70.7,0.0,14.11,Tuesday,1
5,Phil Mickelson,60,70,2021-03-14,3.8,65.48,0.0,10.31,Sunday,6
301,Mark Calcavecchia,2,70,2017-04-24,4.7,60.62,7.9,7.39,Monday,0
419,David Frost,1,76,2017-10-21,4.4,44.06,0.0,13.42,Saturday,5
336,Todd Hamilton,3,72,2018-03-24,4.0,54.5,1.8,12.3,Saturday,5
447,Peter Jacobsen,4,72,2022-07-02,3.6,62.24,0.3,13.42,Saturday,5
414,Payne Stewart,20,71,2022-10-28,4.7,50.18,0.0,9.38,Friday,4
337,Nick Price,40,70,2021-10-10,4.6,62.42,0.0,9.63,Sunday,6
124,Jim Furyk,12,71,2018-02-18,4.2,50.54,0.0,20.82,Sunday,6
378,Jesper Parnevik,10,69,2020-01-27,3.5,62.24,0.0,8.95,Monday,0
429,Craig Stadler,1,72,2018-05-17,4.6,85.28,0.0,12.3,Thursday,3
374,Billy Mayfair,12,69,2021-09-04,5.1,65.3,0.0,6.71,Saturday,5
392,Mark Brooks,10,72,2021-03-28,3.2,65.48,15.2,7.83,Sunday,6
320,Jeff Maggert,11,69,2019-07-13,4.3,65.3,0.0,11.18,Saturday,5
238,Robert Allenby,44,72,2021-01-03,4.5,40.28,3.3,10.5,Sunday,6
326,Jeff Sluman,1,69,2017-11-26,5.5,60.62,0.0,7.58,Sunday,6
423,Costantino Rocca,2,74,2018-02-17,4.2,43.52,0.0,16.09,Saturday,5
318,John Daly,22,70,2022-09-24,4.5,78.62,0.0,7.39,Saturday,5
405,Greg Norman,8,72,2018-09-15,2.7,52.7,14.0,10.31,Saturday,5
315,Fred Couples,25,69,2021-04-25,3.9,76.28,0.0,10.07,Sunday,6
423,Costantino Rocca,13,71,2021-08-07,4.2,58.28,2.0,10.94,Saturday,5
420,Larry Mize,2,77,2019-03-24,5.0,59.9,0.0,11.43,Sunday,6
443,Mark McCumber,1,76,2017-10-22,2.9,66.38,0.0,6.71,Sunday,6
377,Loren Roberts,25,75,2022-07-02,3.9,77.0,0.3,12.74,Saturday,5
426,Sam Torrance,13,71,2022-08-06,4.7,72.68,4.1,10.31,Saturday,5
405,Greg Norman,14,75,2019-11-11,2.7,69.26,0.0,10.5,Monday,0
358,David Duval,19,75,2020-08-08,3.7,62.24,0.0,15.91,Saturday,5
378,Jesper Parnevik,6,75,2019-01-06,3.5,54.86,38.1,14.79,Sunday,6
314,Bernhard Langer,16,72,2020-02-04,3.0,78.62,0.0,12.74,Tuesday,1
412,Tom Watson,9,78,2020-06-23,4.3,65.48,0.0,10.31,Tuesday,1
337,Nick Price,3,78,2017-11-21,4.6,62.96,1.0,12.99,Tuesday,1
388,Mark McNulty,11,73,2021-01-17,3.5,73.94,0.0,8.95,Sunday,6
413,Brian Watts,6,71,2019-01-15,5.2,50.36,0.0,9.82,Tuesday,1
418,Tom Kite,13,77,2019-10-25,3.1,52.34,0.0,16.09,Friday,4
446,David Gilford,9,70,2021-08-29,4.0,78.98,0.0,7.83,Sunday,6
415,Peter Baker,4,75,2020-07-16,6.6,62.42,4.8,7.39,Thursday,3
417,Frank Nobilo,12,68,2020-07-26,3.8,69.8,0.0,9.82,Sunday,6
357,Steve Lowery,5,77,2020-09-11,5.3,54.5,1.8,12.3,Friday,4
351,Jay Haas,9,72,2021-03-14,4.7,61.16,0.8,8.51,Sunday,6
436,Corey Pavin,2,70,2017-09-05,3.6,69.44,0.0,8.51,Tuesday,1
354,Bob Estes,1,73,2017-07-09,4.1,65.12,0.3,13.67,Sunday,6
337,Nick Price,6,64,2018-02-03,4.6,70.7,0.0,9.2,Saturday,5
340,Brad Faxon,11,68,2018-08-19,4.7,68.72,14.0,10.75,Sunday,6
318,John Daly,3,75,2017-08-26,4.5,77.36,0.3,15.66,Saturday,5
379,Ian Woosnam,16,70,2020-03-15,4.8,57.56,0.0,8.95,Sunday,6
436,Corey Pavin,6,76,2019-07-20,3.6,50.18,0.3,9.63,Saturday,5
449,Chip Beck,3,75,2019-02-02,5.9,78.08,0.0,12.3,Saturday,5
450,Ian Baker-Finch,2,75,2018-09-22,5.3,66.74,0.0,7.58,Saturday,5
426,Sam Torrance,11,77,2022-01-09,4.7,49.28,13.5,7.83,Sunday,6
411,Andrew Magee,12,79,2021-04-25,5.5,68.36,2.5,8.95,Sunday,6
451,Fulton Allem,4,75,2021-10-23,4.7,78.44,0.8,12.55,Saturday,5
452,Tony Johnstone,3,68,2018-07-15,4.5,65.12,0.0,6.03,Sunday,6
349,John Huston,16,72,2021-01-19,5.7,63.14,0.0,7.58,Tuesday,1
423,Costantino Rocca,10,70,2020-01-01,4.2,70.7,0.0,6.96,Wednesday,2
412,Tom Watson,10,63,2020-06-28,4.3,74.48,0.0,7.58,Sunday,6
453,Ronan Rafferty,2,69,2018-08-16,1.6,68.0,6.9,10.5,Thursday,3
388,Mark McNulty,1,71,2017-04-01,3.5,59.0,0.0,12.3,Saturday,5
405,Greg Norman,3,67,2017-09-30,2.7,64.94,0.0,11.43,Saturday,5
417,Frank Nobilo,16,68,2021-05-08,3.8,75.92,33.8,7.58,Saturday,5
392,Mark Brooks,4,66,2019-01-14,3.2,68.9,0.0,14.54,Monday,0
307,Tom Lehman,16,70,2018-11-27,3.0,73.76,0.0,10.94,Tuesday,1
377,Loren Roberts,6,69,2018-05-13,3.9,60.62,0.0,11.43,Sunday,6
