Year,Name,Course,Yards,Par,Open.Position,Integer.Position,Position.Grouping,Open.R1,Open.R2,Open.R3,Open.R4,Open.Score,cut,World.Ranking,WR.Average,ApproachTheGreenGIR.,AroundTheGreenSS.,MoneyFinishTop10,MoneyMoneyFinishTop10_1st,MoneyMoneyFinishTop10_2nd,MoneyMoneyFinishTop10_3rd,DrivingAcc.,DrivingDistAVG,BirdOrBetterConversion.,PuttsPerRoundAVG,BirdieAVG,EagleHoleFreq,Par3BirdOrBetter.,Par4BirdOrBetter.,Par5BirdOrBetter.,AVGRoundUnderPar.,Round3AVG,ScoringAVG,ScoringAVGActual,ScoringAVGBeforeCut,TotalBirdie,TotalEagle,BirdieToBogeyRatio,BogeyAVGPerRound,BogeyAvoidance_MakesBogey.,BounceBack.,PAR3AVG,PAR4AVG,PAR5AVG,Par5EaglesTotal,Round4AVG,StrokeDifferential,BirdieConversionAVG,GIR.FromFairway,Scramble.,X1PuttsPerRoundAVG,X2PuttsPerRoundAVG,X3PuttsPerRoundAVG,X3PuttAvoidance,X1Put.,PuttingAVG,Round1AVG,Round2AVG,ApproachFromInside100Yard,BirdieOrBetter.Rough,GIR.FromFairwayBunker,GIR.From100y,GIR.From200y,GIR.FromInside100y,GIR.FromNonFairway,ProxHoleFromOtherAVG,ProxHoleFromRoughAVG,ProxHoleAVG,FairwayBunkerFromTee.,GoodDriveOffTee.,FairwayFromTee.,MissedFairwayFromTee.,BirdiePuttDist.,EaglePuttDist.,ScoringBirdieOrBetter.,SameOrImprovedFinalRound.,TOP10SameOrImprovedFinalRound.,ApproachFromInside100YAVG,ApproachGreater100YAVG,ApproachGreater100YRoughAVG,ApproachGreater200YAVG,ApproachGreater200YRoughAVG,ApproachGreater275YAVG,ApproachGreater275YRoughAVG,ProximityFromRoughAVG,DistanceOfPuttAVG,SGAroundTheGreenAVG,SGOffTheTeeAVG,SGTeeToGreenAVG,SGTeeToGreenAVGOTT,SGTeeToGreenAVGAPR,SGTeeToGreenAVGARG,SGTeeToGreenAVGPUTT,SGTotalAVG,BirdOrBetterFromFairway.
2007,Tom Lehman,Carounstie,7421,71,T51,51,6,73,73,74,73,293,1,65,2.02,68.19,53.49,3,0,0,0,64.01,284.6,25.3,30.03,3.21,223.2,16.06,13.89,37.7,18.28,71.83,70.667,71.08,70.79,199,5,1.04,2.85,17.65,15.38,3.04,4.09,4.68,4,71.5,0.27,25.3,78.92,53.8,6.19,11,0,3.41,34.41,1.668,70.53,70.89,"33' 4""",9.86,48.7,66.76,49.51,85.81,49.36,"7' 11""","7' 9""","10' 0""",5.2,82.12,64.85,7.32,"10' 1""","7' 11""",18.28,75,100,"15' 9""","31' 1""","46' 10""","50' 8""","75' 1""","115' 3""","148' 6""","45' 5""","68' 10""",0.16,-0.07,0.6559999999999999,-0.07,0.5660000000000001,0.16,-0.355,0.302,0
2007,David Howell,Carounstie,7421,71,T53,53,6,72,74,73,75,294,1,38,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Scott Verplank,Carounstie,7421,71,T57,57,6,72,73,72,78,295,1,26,3.21,64.33,53.24,10,1,0,1,71.42,279.6,27.09,28.67,3.28,182.3,13.4,16.87,33.91,18.79,70.28,69.693,70.56,70.26,266,8,1.17,2.63,16.05,17.59,3.02,4.03,4.74,4,71.5,1.18,27.09,73.28,61.15,7.07,10.15,0,2.4,39.3,1.5930000000000002,69.77,70.68,"16' 5""",17.28,40,62.23,40.94,84.15,44.31,"7' 1""","7' 10""","8' 6""",3.3,84.61,72.28,4.18,"9' 7""","8' 8""",18.79,55.56,57.1,"16' 3""","32' 5""","48' 11""","56' 9""","64' 7""","112' 3""",0,"44' 1""","68' 8""",0.185,0.32299999999999995,1.179,0.32299999999999995,0.6709999999999999,0.185,-0.236,0.943,0
2007,Michael Campbell,Carounstie,7421,71,T57,57,6,68,78,72,77,295,1,91,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Anders Hansen,Carounstie,7421,71,T57,57,6,72,73,74,76,295,1,45,2.38,62.85,48.05,0,0,0,0,66.95,280.7,24.26,29.78,2.89,495,9.68,12.87,38.36,16.26,71,70.85600000000002,71.64,71.56,159,2,0.9,2.93,17.98,12.42,3.05,4.11,4.73,2,72.2,0.11,24.26,72.5,55.13,5.8,10.36,0,2.02,32.22,1.534,70.53,72.71,"14' 4""",9.01,44.4,60.58,47.25,87.1,43.88,"7' 11""","9' 4""","9' 1""",3.3,76.33,67.34,6.97,"9' 9""","16' 7""",16.26,40,0,"20' 3""","32' 6""","47' 10""","52' 7""","76' 4""","95' 7""",0,"43' 7""","68' 6""",-0.023,-0.224,0.087,-0.224,0.335,-0.023,-0.17600000000000002,-0.08900000000000001,0
2007,Stewart Cink,Carounstie,7421,71,T6,6,1,69,73,68,70,280,1,21,3.67,66.16,46.67,6,0,0,1,56.47,294.7,28.87,29.18,3.55,226.3,11.78,17.56,40.84,20.14,70.75,70.133,70.8,70.75,312,7,1.19,2.73,16.98,20.72,3.04,4.05,4.68,7,70.95,0.88,28.87,81.09,56.9,6.84,10.4,0.01,2.84,38.01,1.621,70.63,70.88,"26' 11""",16.67,56.9,62.57,45.29,89.08,51.3,"7' 3""","8' 9""","8' 11""",4.9,79.77,56.56,7.82,"9' 11""","30' 8""",20.14,55,40,"14' 5""","32' 7""","47' 4""","51' 9""","68' 4""","89' 6""",0,"44' 9""","74' 11""",-0.062,-0.233,0.256,-0.233,0.552,-0.062,0.412,0.6679999999999999,0
2007,Hunter Mahan,Carounstie,7421,71,T6,6,1,73,73,69,65,280,1,87,1.66,66.91,48.34,6,1,0,0,68.05,296.7,28.55,29.51,3.54,182,12.91,16.7,43.89,20.21,69.89,69.99,70.78,71.05,322,9,1.14,2.78,17.7,16.54,3.12,4.04,4.63,7,70.17,0.89,28.55,78.09,54.8,6.65,10.55,0.01,3.24,36.94,1.639,70.74,71.48,"19' 9""",13.78,33.3,63.47,50.3,85.97,47.67,"8' 10""","9' 7""","11' 7""",4.1,83.59,69.15,3.9,"8' 9""","14' 0""",20.21,72.22,66.7,"17' 1""","31' 6""","51' 7""","48' 8""","84' 7""","96' 7""","122' 5""","48' 8""","72' 11""",-0.397,0.496,0.419,0.496,0.32,-0.397,0.213,0.632,0
2007,Trevor Immelman,Carounstie,7421,71,T60,60,6,71,74,77,74,296,1,17,4.2,65.52,52.17,4,0,0,2,64.85,286.6,24.19,30.19,2.99,612,11.57,14.04,33.17,16.75,71.07,70.73100000000002,71.79,71.7,203,2,0.91,2.93,18.38,15.94,3.11,4.08,4.78,1,72.79,0.39,24.19,77.26,56.16,6.18,10.93,0.04,3.92,34.31,1.6769999999999998,71.25,72.15,"27' 0""",13.04,65.7,64.65,55.04,80.59,47.32,"6' 8""","7' 7""","9' 0""",4.6,82.11,66.27,1.85,"9' 7""","26' 1""",16.75,42.86,33.3,"19' 0""","33' 1""","47' 1""","51' 8""","67' 1""","105' 4""",0,"44' 1""","68' 3""",0.05599999999999999,0.35700000000000004,0.735,0.35700000000000004,0.322,0.05599999999999999,-0.253,0.482,0
2007,Toru Taniguchi,Carounstie,7421,71,T60,60,6,72,72,76,76,296,1,100,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Luke Donald,Carounstie,7421,71,T63,63,7,70,76,73,78,297,1,9,5.22,63.18,57.72,5,0,2,0,68.15,278.4,28.55,29.03,3.37,603,13.03,15.91,38.07,18.91,70.47,70.118,71.36,71.82,226,2,1.03,2.97,18.41,17.79,3.1,4.06,4.73,2,71,0.92,28.55,72.2,57.43,7.22,10.04,0.01,3.15,40.13,1.6130000000000002,72.32,71.37,"26' 8""",9.93,46.4,61.12,37.31,80.42,47.84,"6' 0""","7' 5""","7' 1""",3.8,83.6,68.46,2.55,"10' 6""",0,18.91,64.29,60,"18' 5""","33' 11""","42' 9""","54' 1""","61' 3""","100' 8""",0,"40' 6""","76' 5""",0.342,0.005,0.489,0.005,0.142,0.342,0.43799999999999994,0.927,0
2007,Raphael Jacquelin,Carounstie,7421,71,T65,65,7,74,69,76,79,298,1,60,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Sean O'Hair,Carounstie,7421,71,T67,67,7,71,75,74,79,299,1,75,1.83,67.12,51.97,5,0,0,0,64.71,296.8,28.98,29.4,3.55,117.6,11.37,17.6,42.9,20.58,70.45,70.19,70.64,70.54,348,15,1.22,2.76,16.89,21.9,3.1,4.02,4.63,15,71.19,0.96,28.98,75.65,60.17,6.95,10.01,0.01,4.48,38.61,1.633,70.75,70.26,"28' 9""",13.48,51.6,63.89,56.47,85.27,53.09,"6' 5""","8' 7""","8' 4""",5,83.81,64.88,5.03,"9' 7""","23' 10""",20.58,61.9,50,"16' 3""","33' 4""","45' 4""","49' 11""","69' 10""","104' 4""","87' 6""","43' 3""","80' 5""",0.048,0.484,0.972,0.484,0.44,0.048,0.18,1.152,0
2007,Steve Stricker,Carounstie,7421,71,T8,8,1,71,72,64,74,281,1,23,3.54,65.83,47.54,9,1,2,1,63.73,283.7,29.74,28.64,3.61,288,12.26,17.75,41.81,20.42,68.56,69.39399999999999,70.19,70.66,289,5,1.37,2.39,14.86,15.23,3.06,4.01,4.62,3,70.67,1.53,29.74,78.6,60.98,7.34,10.09,0,2.08,40.76,1.591,70.41,70.91,"24' 3""",9.48,59.2,62.66,45.74,90.2,47.91,"5' 3""","6' 11""","7' 9""",5.3,81.28,63.56,2.82,"9' 3""","52' 2""",20.42,66.67,66.7,"13' 3""","31' 2""","48' 7""","48' 2""","71' 8""","106' 0""",0,"45' 9""","71' 1""",0.35100000000000003,0.002,1.164,0.002,0.8109999999999999,0.35100000000000003,0.322,1.486,0
2007,Mike Weir,Carounstie,7421,71,T8,8,1,71,68,72,70,281,1,46,2.34,63.03,60.29,4,1,0,0,63.82,289.3,28.2,28.94,3.32,182.3,13.66,15.45,39.09,19,71.16,70.15100000000001,71.16,71.13,269,8,1.05,2.89,18.04,20.83,3.09,4.07,4.68,7,70.72,0.87,28.2,73.52,58.44,7.11,10,0.01,3.36,39.51,1.608,72.32,70.1,"31' 7""",14.14,63.6,60.56,42.86,82.86,48.42,"7' 4""","7' 6""","7' 4""",4.7,81.87,66.13,5.56,"8' 8""","14' 6""",19,66.67,66.7,"15' 6""","34' 9""","48' 2""","55' 1""","66' 4""","110' 7""","114' 5""","45' 4""","67' 6""",0.498,0.267,1.005,0.267,0.241,0.498,-0.294,0.711,0
2007,Ben Curtis,Carounstie,7421,71,T8,8,1,72,74,70,65,281,1,76,1.82,60.56,40.13,2,0,0,0,67.37,277.1,25.49,29.48,2.88,360,10.36,13.76,33.33,16.25,72.44,71.582,72.5,72.54,230,4,0.75,3.43,21.53,12.32,3.18,4.12,4.78,4,72.44,-0.48,25.49,74.02,52.46,6.78,10.49,0,3.19,37.64,1.638,72.13,72.96,"33' 0""",8.82,31.6,56.3,38.69,81.77,39.3,"6' 5""","8' 4""","9' 10""",4,80.81,67.67,3.65,"10' 5""","12' 7""",16.25,53.33,100,"17' 2""","35' 3""","52' 8""","55' 2""","85' 6""","105' 5""","115' 4""","49' 11""","73' 5""",0.023,-0.03,-0.561,-0.03,-0.5539999999999999,0.023,-0.188,-0.7490000000000001,0
2006,Tiger Woods,Royal Liverpool,7258,72,1,1,1,67,65,71,67,270,1,1,16.28,74.15,55.17,11,8,1,1,60.71,306.4,35.26,29.38,4.65,78,14.9,21.79,57.14,27.14,68.58,68.115,68.73,68.79,242,12,2.23,2.04,12.18,24.77,3.02,3.92,4.43,10,68.75,3.39,35.26,82.58,62.81,6.79,10.4,0,3.31,37.71,1.632,68.86,68.71,"16' 3""",19.69,78.6,70.59,59.55,92.26,61.19,"5' 6""","10' 0""","9' 3""",2.6,85.3,60.53,7.33,"8' 10""","23' 8""",27.14,100,100,"12' 9""","28' 7""","45' 2""","42' 8""","77' 4""","70' 1""","126' 7""","41' 9""","80' 0""",0.107,0.8029999999999999,2.982,0.8029999999999999,2.072,0.107,0.461,3.443,0
2006,Chris DiMarco,Royal Liverpool,7258,72,2,2,1,70,65,69,68,272,1,21,3.68,66.45,51.22,2,0,1,0,64.34,279.3,29.22,29.22,3.55,351,14.38,16.37,38.46,20.01,69.8,70.78699999999998,71.04,71.27,277,4,1.22,2.64,16.45,22.17,3.05,4.05,4.68,3,71.67,0.53,29.22,76.92,59.02,7,10.32,0,2.92,38.89,1.6230000000000002,71.04,71.42,"25' 5""",16,57.7,60.89,40.82,87.26,49.36,"6' 3""","8' 7""","10' 3""",5.6,82.95,64.79,4.88,"9' 7""","16' 1""",20.01,60,50,"13' 11""","32' 0""","45' 1""","50' 8""","79' 10""","96' 1""","126' 5""","42' 0""","70' 5""",-0.06,-0.345,0.07200000000000001,-0.345,0.477,-0.06,0.033,0.105,0
2006,Ernie Els,Royal Liverpool,7258,72,3,3,1,68,65,71,71,275,1,7,5.73,63.72,53.23,8,0,0,1,57.62,295.1,30.51,28.72,3.66,164.6,11.92,15.59,49.06,20.92,70.88,69.756,70.63,69.78,234,7,1.28,2.67,16.41,20.67,3.08,4.04,4.58,6,72.06,1.49,30.51,78.6,59.33,7,10.3,0,2.08,38.89,1.595,70.13,69.44,"35' 1""",17.2,45,58.26,40.87,85.44,45.5,"5' 2""","8' 6""","8' 5""",6,77.69,57.34,4.34,"8' 8""","18' 4""",20.92,58.82,33.3,"14' 9""","31' 10""","50' 6""","46' 0""","84' 2""","70' 7""","114' 5""","48' 6""","69' 6""",0.619,0.344,1.37,0.344,0.408,0.619,-0.00699999999999999,1.3630000000000002,0
2006,Jim Furyk,Royal Liverpool,7258,72,4,4,1,68,71,66,71,276,1,5,7.02,70.71,47.62,13,2,4,3,73.85,281.9,30.47,28.85,4.05,396,16.05,17.98,46.83,22.73,69.71,68.865,69.45,69.32,356,4,1.95,1.91,11.68,25.6,2.96,3.96,4.61,1,69.71,2.4,30.47,78.4,64.66,6.98,10.44,0,1.83,38.76,1.6030000000000002,68.65,69.78,"25' 4""",13.29,57.6,68.61,50.29,89.24,54.18,"7' 0""","7' 5""","9' 9""",3.3,88.26,75.07,2.08,"10' 4""",0,22.73,76.19,84.6,"15' 10""","30' 4""","48' 5""","46' 10""","69' 8""","98' 1""","99' 1""","46' 0""","76' 6""",0.245,0.475,1.805,0.475,1.085,0.245,0.743,2.548,0
2006,Chad Campbell,Royal Liverpool,7258,72,65,65,7,70,73,74,75,292,1,16,4.08,67.43,58.45,5,1,1,1,59.77,290.9,28.02,29.51,3.48,174,12.75,15.5,43.31,19.92,71.58,70.585,70.9,70.36,303,9,1.2,2.61,16.54,19.43,3.01,4.07,4.67,8,71.26,0.62,28.02,77.52,57.84,6.72,10.43,0,3.58,37.36,1.639,70.29,70.67,"26' 0""",13.94,47.8,62.73,44.64,87.68,52.05,"6' 8""","9' 3""","9' 0""",4.5,81.29,58.6,6.29,"9' 10""","25' 10""",19.92,52.63,80,"15' 2""","30' 2""","51' 8""","44' 1""","79' 1""","87' 2""","138' 4""","47' 11""","73' 8""",0.211,-0.16899999999999998,0.4970000000000001,-0.16899999999999998,0.454,0.211,-0.086,0.411,0
2006,Bart Bryant,Royal Liverpool,7258,72,70,70,7,69,74,77,76,296,1,45,2.63,68.67,41.84,2,0,1,0,72.76,282.2,24.95,30.06,3.14,221.1,11.05,14.75,37.09,17.89,70.44,70.745,71.24,71.34,270,7,1.09,2.63,16.34,20.85,3.1,4.05,4.72,7,71.78,0.46,24.95,76.48,55.46,6.21,11.09,0.02,3.04,34.5,1.67,70.64,72.04,"25' 6""",14.44,45.7,65.79,56.14,82.16,52.74,"7' 0""","9' 4""","9' 7""",3.4,87.96,73.55,2.8,"9' 7""","9' 5""",17.89,50,50,"17' 10""","32' 9""","47' 1""","49' 3""","79' 5""","115' 1""","134' 10""","43' 0""","69' 6""",-0.145,0.299,0.5329999999999999,0.299,0.379,-0.145,-0.138,0.395,0
2006,Paul Casey,Royal Liverpool,7258,72,71,71,8,72,70,79,77,298,1,31,3.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Ian Poulter,Royal Liverpool,7258,72,CUT,90,10,75,76,0,0,151,0,55,2.25,66.03,50.68,4,0,1,0,70.19,287.9,28.8,29.06,3.63,936,12.02,16.61,41.11,20.3,70.83,70.208,71.04,71.21,189,1,1.37,2.19,14.85,25.38,3.07,4.05,4.65,1,70.83,1.25,28.8,72.6,60.38,6.96,10.31,0.04,2.67,38.68,1.614,70.86,71.57,"21' 3""",15.6,45.8,60.98,50,87.5,53,"7' 2""","8' 3""","8' 11""",4.1,85.99,72.62,1.87,"9' 11""",0,20.3,41.67,20,"15' 7""","32' 10""","44' 5""","49' 5""","69' 0""","80' 1""",0,"40' 5""","78' 5""",0.207,0.456,1.009,0.456,0.345,0.207,0.194,1.203,0
2006,Darren Clarke,Royal Liverpool,7258,72,CUT,90,10,69,82,0,0,151,0,20,3.81,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,David Howell,Royal Liverpool,7258,72,CUT,90,10,74,76,0,0,150,0,10,5.04,63.21,50,1,0,0,0,62.38,289.1,32.88,28.89,3.82,810,13.33,17.89,41.29,21.36,73.73,70.885,71.67,70.33,172,1,1.09,2.96,19.51,19.21,3.06,4.08,4.76,1,72.6,0.56,32.88,76.59,53.69,7.42,9.8,0,3.46,41.23,1.605,69.25,71.42,"30' 0""",11.63,50,63.1,46.97,88.18,43.88,"8' 5""","10' 9""","11' 2""",5.1,79.84,64.06,5.07,"10' 1""",0,21.36,50,0,"16' 11""","32' 11""","48' 9""","54' 8""","72' 6""","105' 0""","115' 4""","45' 6""","82' 1""",-0.093,0.185,0.07400000000000001,0.185,-0.018,-0.093,0.637,0.711,0
2006,Brett Quigley,Royal Liverpool,7258,72,CUT,90,10,79,71,0,0,150,0,82,1.66,67.83,53.57,10,0,0,2,58.85,289.6,29.04,29.19,3.62,270,13.35,15.89,44.31,20.48,69.48,70.025,70.31,70.74,380,7,1.38,2.5,14.81,20.08,3.02,4.03,4.62,6,69.95,1.18,29.04,78.86,61.84,7.07,10.24,0.02,3.02,39.26,1.622,71.41,70,"25' 4""",15.25,48.8,64.59,48.43,87.73,52.99,"5' 8""","8' 11""","10' 3""",5.9,81.41,59.46,6.53,"11' 0""","16' 2""",20.48,66.67,57.1,"16' 5""","34' 1""","48' 2""","51' 3""","69' 1""","102' 10""","114' 9""","45' 5""","81' 9""",0.209,0.025,0.606,0.025,0.3720000000000001,0.209,0.642,1.248,0
2006,Tim Herron,Royal Liverpool,7258,72,CUT,90,10,76,73,0,0,149,0,39,2.87,62.62,51.88,2,1,0,0,58.28,294.8,27.17,29.44,3.11,145.8,10.94,14.53,38.17,17.97,71.86,71.26899999999998,71.7,71.31,252,10,0.93,3.14,19.41,14.02,3.11,4.09,4.71,8,72.36,-0.09,27.17,76.44,55.23,6.75,10.4,0.01,3.5,37.52,1.636,71.88,71.04,"21' 9""",13.51,50,60.27,44.19,82.57,46.71,"7' 0""","7' 7""","9' 1""",6.2,78.74,58.63,6,"9' 6""","12' 8""",17.97,35.71,25,"20' 3""","32' 11""","46' 6""","50' 6""","77' 10""","91' 8""","136' 8""","42' 6""","70' 2""",0.175,0.115,0.47,0.115,0.18,0.175,-0.579,-0.11,0
2006,Stewart Cink,Royal Liverpool,7258,72,CUT,90,10,72,77,0,0,149,0,42,2.71,64.9,57.34,7,0,1,0,59.72,292,30.99,28.75,3.66,226.3,15.28,16.21,44.4,20.77,70.5,69.66,70.3,70.42,322,7,1.3,2.66,16.04,18.49,3.03,4.04,4.62,6,69.8,1.29,30.99,78.66,60.61,7.39,10.03,0,2.4,41.04,1.597,70.46,70.38,"22' 5""",13.06,56.1,61.73,48.65,88.21,46.04,"8' 9""","9' 0""","8' 7""",5.5,78.84,60.21,4.67,"10' 4""","13' 8""",20.77,76.19,80,"15' 6""","30' 0""","50' 0""","45' 11""","74' 10""","81' 11""","91' 3""","46' 0""","79' 8""",-0.063,-0.139,0.557,-0.139,0.759,-0.063,0.789,1.346,0
2006,Padraig Harrington,Royal Liverpool,7258,72,CUT,90,10,75,74,0,0,149,0,18,4.03,65.22,52.86,3,0,1,0,66.14,294.7,31.18,29.04,3.72,450,14.5,15.34,45.35,20.89,71.55,70.334,70.92,70.64,186,2,1.35,2.36,15.44,23.26,3.01,4.06,4.65,2,71,1.11,31.18,73.87,60.38,7.2,10.08,0,3.11,40,1.6130000000000002,71.29,70,"17' 6""",21.54,44.8,62.93,61.54,85.53,50.21,"6' 8""","8' 0""","9' 3""",5.5,83.71,66.35,2.82,"8' 6""","32' 6""",20.89,54.55,66.7,"13' 4""","32' 10""","42' 5""","51' 0""","60' 0""","90' 5""",0,"36' 10""","71' 1""",0.07400000000000001,0.233,1.051,0.233,0.7440000000000001,0.07400000000000001,-0.092,0.958,0
2006,Johan Edfors,Royal Liverpool,7258,72,CUT,90,10,75,74,0,0,149,0,87,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,J.B. Holmes,Royal Liverpool,7258,72,CUT,90,10,74,75,0,0,149,0,73,1.77,65.3,49.26,2,1,0,0,54.13,318.8,31.56,29.75,3.65,72.9,10.03,17.93,47.47,21.65,70.53,71.22399999999998,71.44,71.49,281,19,1.06,3.18,20.42,20.08,3.11,4.09,4.61,18,72.2,0.1,31.56,79.25,51.98,6.81,10.06,0.01,5.19,37.81,1.653,71.48,71.5,"24' 4""",15.75,57.4,58.92,37.1,83.19,52.23,"8' 8""","8' 1""","8' 7""",5,79.39,55.18,9.71,"8' 8""","21' 8""",21.65,37.5,33.3,"18' 1""","33' 2""","47' 9""","46' 6""","69' 6""","95' 0""","110' 0""","42' 0""","77' 2""",-0.151,0.758,0.327,0.758,-0.28,-0.151,-0.374,-0.047,0
2006,Shingo Katayama,Royal Liverpool,7258,72,CUT,90,10,74,74,0,0,148,0,43,2.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Colin Montgomerie,Royal Liverpool,7258,72,CUT,90,10,73,75,0,0,148,0,13,4.55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Bernhard Langer,Royal Liverpool,7258,72,CUT,90,10,74,74,0,0,148,0,88,1.59,65.66,48.45,1,0,0,0,62.41,285.8,28.94,29.17,3.43,185.1,10.24,16.13,40.71,19.6,71.43,71.126,71.13,70.8,247,7,1.19,2.67,16.51,22,3.12,4.05,4.63,7,71.08,0.31,28.94,78.12,59.1,7.03,10.24,0,3.09,39.04,1.62,71.14,70.91,"23' 1""",15.59,51.9,60.52,45.31,86.12,51.19,"7' 4""","8' 9""","10' 11""",5.7,82.65,62.89,7.51,"10' 3""","17' 2""",19.6,69.23,0,"15' 2""","35' 2""","46' 10""","54' 6""","78' 2""","92' 2""","96' 11""","44' 6""","75' 6""",0.173,-0.229,0.09,-0.229,0.146,0.173,0.3,0.39,0
2006,Arron Oberholser,Royal Liverpool,7258,72,CUT,90,10,73,75,0,0,148,0,37,2.9,69.27,47.2,4,1,0,0,62.53,285,29.2,29.56,3.67,177.8,14.83,16.28,45.31,20.96,71.11,69.858,70.37,69.63,290,8,1.35,2.49,15.54,20,3.03,4.04,4.58,8,71.11,1.23,29.2,79.02,57.67,6.72,10.58,0,3.09,37.34,1.642,69.67,69.76,"31' 3""",15.58,55.6,64.57,45.39,90.37,55.07,"8' 0""","8' 2""","8' 4""",4.8,83.71,62.22,4.06,"10' 2""","9' 7""",20.96,61.11,50,"17' 11""","32' 0""","48' 5""","50' 2""","65' 6""","102' 1""",0,"46' 1""","77' 1""",0.243,0.095,0.927,0.095,0.589,0.243,0.16699999999999998,1.095,0
2006,Nick Dougherty,Royal Liverpool,7258,72,CUT,90,10,74,73,0,0,147,0,71,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Kenny Perry,Royal Liverpool,7258,72,CUT,90,10,73,74,0,0,147,0,35,3.2,68.75,48.84,0,0,0,0,68.45,293.1,26.46,30.19,3.36,259.2,12.5,16.35,38.03,19.06,70.93,70.485,70.94,71,242,5,1.08,2.89,17.59,17.67,3.06,4.05,4.72,5,70.8,0.48,26.46,77.1,54.57,6.08,11.01,0,3.86,33.8,1.6769999999999998,71.29,70.71,"26' 1""",13.81,48.3,67.5,56.67,84.05,53.14,"8' 0""","8' 8""","10' 11""",3.3,86.01,69.59,2.53,"9' 8""","13' 2""",19.06,66.67,0,"19' 8""","29' 9""","44' 2""","46' 1""","73' 10""","91' 0""","95' 6""","40' 9""","71' 1""",-0.236,0.742,0.918,0.742,0.412,-0.236,-0.33,0.588,0
